sentence,label,idx
"Maintaining their commitment to inspiring creativity though sport and design, Pharrell Williams and adidas Originals deliver the PW CNY pack, featuring special Chinese New Year make-ups… https://t.co/bgY5guzRWn",1,887

Mark your calendars! February 2nd @PANDORA_NA is celebrating the Chinese New Year! Visit #pandorarosspark and receive an exclusive gift with your in-store purchase. See store for additional details. #ChineseNewYear #LunarNewYear #Pandora https://t.co/LnneaOdS2T,1,888

"Happy lunar new year 2019 🎆🎉🍬🎊

#puchao #candy #japanesecandy #chewycandy #gummiesinside #uha #uhamikakuto #lunarnewyear #lunarnewyearfestival2019 #lunarnewyear #lunarnewyear2019… https://t.co/YzJnwcVW2D",1,889

on Chinese New Year 🧧 https://t.co/8l8VqqYU2W,1,890

@joshtpm February 5 is Lunar New Year.  2019 is Year of the Pig.,1,891

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/QvKTx2wV5c,1,892

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/tFK1az8wqa,1,893

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/JeaR8153wq,1,894

@wcknicks I’M AT THE WESTCHESTER COUNTY CENTER! I’M AT THE 2018-2019 WESTCHESTER KNICKS GAME! HAPPY NEW YEAR 2019 WESTCHESTER KNICKS! LET’S GO WESTCHESTER KNICKS!,1,895

"@UCIrvine’s premiere Lunar New Year Street Festival is about to begin! Join us at Social &amp; Behavioral Sciences Gateway Plaza for an afternoon of multicultural fun, food and festivities! ❤️ https://t.co/SaT38DeGPe",1,896

Hmm the Chinese New Year. Coincidence...  nah https://t.co/La5yRuObfs,1,897

"Join us in store for our Lunar New Year promotion to enjoy offers and limited edition products!
.
.
#lunarnewyear #mrbear #kiehls #kcr #kiehlsrep #kiehlsrepresentative #lovewhatido #mrbear… https://t.co/raO5ecNJO7",1,898

"Getting ready for Chinese New Year at Lan Su Chinese Garden.  Finished the :15 commercial this morning with KATU. 
.
.
.
#lansuchinesegarden #chinesenewyear #chineseculture #tvcommercial… https://t.co/Vptio0C8FC",1,899

@AP I sure as hell dont want to hear him speak on Chinese New year,1,900

@JeffBezos Happy New Year!  I understand your situation right now.  Be strong and the time will heal your wound.  Careless what people say to you and think about you.  Good luck!,1,901

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/JOg7k2CZIz,1,902

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/DTgzJhYd60,1,903

"Chung ta chuan bi don xuan Ky Hoi.  Lai them 1 nam cu di qua.  Kelly chuc gia dinh cua Kelly va ban be tren the gioi Co 1 nam moi vui ve an khang thinh, Loc vo nhu nuoc, khoe manh va cung nhau don tet doan vien hanh phuc.  Happy New Year! https://t.co/vvsFKPieOK",1,904

Happy New Year from the @Social_Ecology communications team @UCIrvine #LunarNewYear2019 #YearOfThePig https://t.co/obQDTKdgB5,1,905

"Happy Lunar New Year 2019 which is the year of pig.  New year is on February 8, 2018.  I’m sorry to families that I can’t make it home to celebrate New Years with you.  Kelly is wishing my families and friends around the world have wonderful new year, lot of lucks, and healthy. https://t.co/brO3jczkg5",1,906

"Mommy &amp; Jordan being silly...
Kung Hei Fat Choy! Happy Chinese New Year of the Pig!! 😄 @ Hilton Stamford Hotel &amp; Executive Meeting Center https://t.co/IxWUk8JU07",1,907

I finally took my Christmas decorations down.... so happy new year?,1,908

@emilylizroberts thanks for following. Enjoy a Happy New Year in Texas! ✨,1,909

"In anticipation of the upcoming lunar New Year, here is a late post of the Super blood wolf moon during it’s eclipse. Difficult to capture without a tripod in 4 degrees f., this was my… https://t.co/EEtmI9Kv4w",1,910

Lunar New Year Festival @UCIrvine 💙💛 @UofCalifornia @UCILaw @UCIHumanities @UCIrvine_MBA @UCIGiving @UCIAA @Social_Ecology @ucilib @UCIEducation @CTSA_UCIrvine @southcoastplaza https://t.co/p9LBM7AByz,1,911

Happy Chinese New Year! My second home! Love me some Pig! @ Bellagio Las Vegas https://t.co/PXDG0M3zwN,1,912

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/UC8VTFd2dX,1,913

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/LSBxRCmVz8,1,914

@krista_mx @marilynbrianna Holidays were great!   Happy New Year 🎊,1,915

SKZ Iion Dance for Chinese New Year. 2019新春舞狮课，为新年活动增添光彩。 @ Shaolin Kungfu Zen https://t.co/9XnQoHSOlj,1,916

Anyone notice today Anniversary of Challenger explosion we get announcement SOTU will be Given on September 5 Lunar New Year??? Coincidence???,1,917

Today I was the victim of a ruthless “Happy New Year” campaign executed by disgruntled former colleagues at @recordnet. The perpetrators are @rphillipsblog @JoeGoldeen @AlmendraCarpizo @nicholasfilipas @LoriGRecord,1,918

Lunar New Year 🧧‼️  “Year of the Pig 🐷 🐖🐽” https://t.co/EEYu7dM8rq,1,919

"OMG 😮 OMG 😯 OMG 😲!!!
Look what we got 😍😍😍😍
Thank you Auntie L. Leo and CoCo
iloveleo1201 
Happy Chinese New Year 🧧 to you too 
When are you coming to see us ? We miss you 
Says the… https://t.co/FnvLe1q7wu",1,920

"@nelson_atkins Thank you for hosting a citywide cultural celebration honoring Chinese New Year, Year of the 🐷! 🎇🎆#Culture #Art #ChineseNewYear #2019 #KC… https://t.co/tkCwOqKwcy",1,921

"Today on increasing with God, We are justified by faith. God is love, happy new year blessings and love!!!",1,922

"⚡️ “Happy New Year”

https://t.co/XTpQDij3f9",1,923

wish everybody happy new year. https://t.co/B5hZBJs1ip,1,924

"My fave time of year, more than Thanksgiving, birthdays and anniversary is Lunar New Year and I’m so humbled to be able to share my food at misskimannarbor tonight! 2019 is the Year of… https://t.co/qzDFZPDHmU",1,925

"Enjoy The Chinese New Year at Five Sixty by Wolfgang Puck
Executive Chef Jacob Williamson Will Be Honoring The Year Of The Pig With A Five Course Menu Tuesday February 5th - Friday… https://t.co/2SZs7gxgl4",1,926

"Formal Dinner with advisees, celebrating the Chinese New Year. https://t.co/nPnuVkDeI7",1,927

"Chinese New Year 🍀
.
.
‼️ Отмечай друзей ‼️Tag your friends‼️ 🎉Follow my blog📱⌚️🖥 from @_alex_kaz_ . ❤️👍🏻 Ставь лайк, комментируй и подписывайся👇likes + comments 
🍎📱🖥⌚️💻🍏📱🖥… https://t.co/S8ZtcEoH5P",1,928

"WWE Raw results, Jan. 28, 2019: Brock Lesnar mauls Seth Rollins as their WrestleMania main event is set https://t.co/a7RiwlrrqD via @wwe HAPPY NEW YEAR 2019 WWE!",1,929

"Hey @DisneylandToday some of my friends are at the park for the next few days, is there any lunar new year merch featuring the 3 little pigs? And if so where should I tell them to look?",1,930

"ICYMI our announcement over the weekend, we're returning to Nordstrom Ala Moana for the Lunar New Year! We will be bringing our Doggie Lai See, Growlin' Doggie Gau, frosted cookies,… https://t.co/JUBs96YWm0",1,931

"Ah, Chinese New Year crowds (an understatement), I remember you well, half of me fondly and the other terrified. 

新年快乐🧧 https://t.co/guviCoAny4",1,932

"Happy New Year 🎊 🎈 Stop by Super Smoothie Doral today for the best juices, smoothies and healthy food 🥝🍓🌱 •
•
•
Pasa por Super Smoothie Doral hoy para obtener los mejores jugos...

#happynewyear #supersmoothiedoral #miami 

https://t.co/efeeO07ToY https://t.co/3FgL6zHeUJ",1,933

Happy Chinese New Year! https://t.co/A0c0Z3QhZN,1,934

@TheEllenShow And you make me happy too. Thanks happy New Year,1,935

"@realDonaldTrump @60Minutes Hahaha... As if America would ever vote in such a ""politically correct"" loser! We finally started to feel good about saying ""Merry Christmas"" again instead of seasons greetings. KAG 2020 https://t.co/U9PNn3UHdq",1,936

Apparently the Lunar New Year LEGO Art has a lego version of my mother https://t.co/glYIM631OK,1,937

Tomorrow loot box hunt for lunar New Year boxes on #overwatch and variety tomorrow night either more #agentsofmayhem or #fortnite since now the servers are back on or more #DOA5LR #xboxone to continue my achievement hunt on it,1,938

The Aria... Chinese New Year Celebration of The Year of the Pig 🐖 https://t.co/7ezKJn8MKa,1,939

"A Lunar New Year Procession with Mulan!

#mulan #youllbringhonortousall #gunghayfatchoy @ Disney California Adventure Park https://t.co/3Hur3IIoAV",1,940

"SmackDown LIVE preview, Jan. 29, 2019: Becky Lynch’s Road to WrestleMania runs through the blue brand https://t.co/ciiuJ2nHey via @wwe HAPPY NEW YEAR 2019 WWE!",1,941

"We're gearing up for Lunar New Year 2019 on February 5th. 🐉🎋
.
.
With each passing moment, let us embrace the New Year with a brighter, more colorful, and more joyous… https://t.co/SVTym9bk7z",1,942

@_doncamel $CSOC Mr. Tang reached out to me. He is traveling for business potentials at this time and also he is celebrating Chinese New Year. I found him a gentleman.,1,943

Chinese New Year in Price! https://t.co/7N86PG1GOT,1,944

@WinnHu Happy New Year! Here’s a story that deserves attention! #EMSWorkIsDifferent,1,945

@rymgray thanks for following. Happy new year! ✨,1,946

@Lifeofobi_ thanks for following and happy new year from Texas! 🌠,1,947

"Today on increasing with God, Christ said I am the good shepherd, who protects my sheep, No one takes the sheep from me, but I lay down my life for them. My sheep no my voice and a stranger they will not follow. God is love, happy new year blessings and love!!!",1,948

We went to the Triangle Chinese New Year Festival last Saturday at the State Fairgrounds-- it was awesome! @ State Fairgrounds - Holhouser Building https://t.co/hiXTbPH6PF,1,949

"In the video, which prompted a Dept. of Health visit, the narrator says: “This is the exact reason I don't eat carryout. This is Wings N' More Wings on Benning Road and 19th Street NE. Why the fuck these motherfuckers out here drying fish outside?"" https://t.co/UC3uZQfxYX",1,950

"🐷🏮Happy Lunar New Year! ✨🧧 @ Chinatown, Manhattan https://t.co/IGTJScswiO",1,951

Is it still appropriate to say Happy New Year?,1,952

"Hen another person cant understand tweets because they are to busy racia profiling, and being prejudice. Remember beloveds.  To love. God is love, happy new year blessings and love!!!",1,953

11-8. Lunar new year is about togetherness. In that spirit we’ve combined our premium matcha and local milk together with a home made organic red bean. Stay tuned for more deliciousness… https://t.co/b2eiJWZXlH,1,954

.@equalityhealth’s SVP of marketing &amp; strategy Tomás Leon is a longtime supporter of the #azasianchamber and we’re thrilled to have him join us at our Lunar Banquet. Only limited seats left! Purchase now: https://t.co/bf6U3zpIBd https://t.co/NNThfoHWsX,1,955

"I still have 3 run episodes, the last 2 ep. of bon voyage, half of the 2019’s seasons greetings dvd to watch and the last 2 chapters of the webtoon to read💀😩🙈",1,956

Lunar New Year! @ Cozy Nail Spa https://t.co/mPw794X6Jp,1,957

@Jamesjdrew Hey boss how are you? Happy new year. Whatever happened to the Creekside Park lawsuit that you were tracking? I am writing an article. I’m going to send you a draft of it.,1,958

"Lunar New Year Festival!!
At @bowersmuseum 
2002 N Main St 
Santa Ana Ca 92706
Tickets at https://t.co/jMpCmTUzcu
#lunarnewyearfestival #bowersmuseum @ San Pedro, California https://t.co/xKYn6sO0XW",1,959

"We’re approaching a magical time. Imbolc, aka, the Return of the Light, is on Feb. 1-2nd, New Moon on Feb. 4th, and the Lunar New Year is on Feb. 5th. Plus all planets are direct. If… https://t.co/AYzldeVPnC",1,960

We’re so EXCITED to announce @MisterJius mapo tofu is live on https://t.co/y90EtrIY1s just in time to celebrate Chinese New Year with fireworks for your mouth! https://t.co/V3B3echPIv,1,961

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/h3p2Hio9m6,1,962

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/zuKfVgoWKL,1,963

"We are gearing up for Chinese New Year! We will have a special celebration next week: Monday, Feb 4 at 2:00pm
All Mandarin classes will present a special song, poem or dance on this New… https://t.co/rFh4APxwL0",1,964

It’s Chinese New Year https://t.co/Mr3ebj1Uj3,1,965

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/R4UoiiAgyn,1,966

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/ZQXVoR4nGt,1,967

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/5RBs4wVE6T,1,968

"No matter how the wind howls, the mountain will now bow to it.
.
.
I don’t know what it is about the Lunar New Year but I love how they theme it at DCA. It’s a lot of fun and seeing the… https://t.co/gg3D7SKW3H",1,969

@Omojuwa Happy New Year boss,1,970

"Lunar New Year 🧧 
Celebration 2019 @ San Pedro, California https://t.co/1EpqRLn9O8",1,971

"My sweet young man. He was comfortable at Terry and Esther's. Partied out from the Chinese New Year emsmithart. 
#emsmithart #chinesenewyear #chinesenewyear2019 #yearofthepig2019 @… https://t.co/EnSHms6zuz",1,972

"Pre-lunar new year ears ❤️💛❤️ 
°o°
°o°
°o°
°o°
°o°
°o°
#yearofthepig #2019 #lunarnewyear #disneycaliforniaadventure #mulan #dca #newyear #holidays #family #reflections #friends… https://t.co/TVmLnwPgnO",1,973

"@Janisha40080372 Hope you've been well, Happy New year btw",1,974

The festivities for the New Lunar Year have officially started at Columbus Circle 🐷 https://t.co/RInf7BrdeJ,1,975

"#Repost sunglasshut 
・・・
The ultimate shades for Chinese New Year. Make a statement in this Bvlgari frame with diamond details #kingsshopshawaii @ Kings' Shops https://t.co/E6VVNdJ0Sd",1,976

"Karen’s Killer Book Bench: CHRISTMAS JOY, Sweet Christmas Book 4 #Holidays by Samantha Jacobey https://t.co/mQGx7cdqam",1,977

@FreshOffABC @MingNa @MrReggieLee @FunnyAsianDude Hooray!! Can’t wait to celebrate Lunar New Year with the Huangs!! 🧧,1,978

"Manhattan Chinatown, only one week to Chinese New Year ! Get your CNY gear on ! #chinatown @ Chinatown, Manhattan https://t.co/OoLgsvXL40",1,979

"At Lao Sze Chaun with Chef Tony Hu, new addition to the already over 600 perfectly spiced dishes,
Sticky Rice Ball with red bean a traditional dish for Chinese New Year. https://t.co/LrNxG4TEGZ",1,980

"just heard someone say ""happy new year"". first of all, thanks. second of all, whaaat?",1,981

Chinese new year’s is in exactly one week and I’m dangerously close to spending it alone again,1,982

Our Marketing meetings are always interesting. Today I had to volunteer myself to put on the The Dragon costume that just arrived from China for our Chinese New Year Celebration. Amazingly… https://t.co/SMHSNUeI1M,1,983

"At @thegrovela 
2029 Lunar New Year Celebration 🎉 🧧🌕 @ San Pedro, California https://t.co/CFYZZYHxzZ",1,984

Building our genre knowledge w/ this folk tale - The Great Race by Dawn Casey &amp; talking about the Chinese New Year - learning which animal we are based on our birth year - year of the rabbit 🐇 &amp; year of the dragon🐉 @AgnesIrwin @berrietr https://t.co/2y3HjXsP2W,1,985

"Happy NEW YEAR!😊
Want GREAT looking lashes, Relaxing Facial, Chemical Peel or Waxing!!?

Full classic sets regularly $90, $70! 😳
Full volume sets regularly $125, $105! 🙊
Full hybrid sets… https://t.co/WJbhV6y9nw",1,986

Who has shopped our Lunar New Year Bundle? We even have a special box for our HealthPak! With the purchase of a HealthPak you will receive a FREE bottle of Digestive Enzyme. You don't want… https://t.co/FZI3NrNnlX,1,987

"I swear I love chasin’ Tail 😈🤷🏽‍♂️🤣🤦🏽‍♂️
Parmesan Cream Smothered Chorizo &amp; Crab Stuffed Lobster Tail 🦞🔥🤫✊🏾
•
•
•
•
•
•
•
#Art #Foodie #Lobster #Holidays #Smothered #Cream #MacNCheese… https://t.co/hzWRIiWE1e",1,988

"I swear I love chasin’ Tail 😈🤷🏽‍♂️🤣🤦🏽‍♂️
Parmesan Cream Smothered Chorizo &amp; Crab Stuffed Lobster Tail 🦞🔥🤫✊🏾
•
•
•
•
•
•
•
#Art #Foodie #Lobster #Holidays #Smothered #Cream #MacNCheese… https://t.co/9tjbRJIIZH",1,989

damn chinese new year fuckin up my fake designer swag...,1,990

Came today just for the Lunar New Year pin and I traded pins with a collector from Europe and got a DLP pin https://t.co/1mR38w8uRt,1,991

"@TechEdgeJD @ericgoldman @santaclaralaw @SCU_ILSO Dear lord, the tie.  Happy new year, Eric.",1,992

celebrating lunar new year with our partners in boston. thank you for your support! #ACLovesYearofthePig https://t.co/lsZaVVow38,1,993

"My grandma, the former professor, just told me to ask my professors for the week off so I can spend Chinese New Year in Singapore. We aren’t even Chinese.",1,994

@miraACE Happy new year,1,995

"A powerful group, the Deputy Permanent Representatives from the Asia-Pacific Group.  #UnsungHeroes #DPR;  My thanks to DPR Jophie Tang for hosting Lunar New Year lunch  and #LoHei #GongXiFaCai https://t.co/U7C6b3zI67",1,996

🏳️‍🌈🇺🇸🌈😍[.C.A.S.T.R.O...S.a.n...F.r.a.n.c.i.s.c.o.]😍🌈🇺🇸🏳️‍🌈#usa #california #sanfrancisco #castrodistrict #lgbt #rainbow #flag #gay #sanctuary #winter2019 #holidays #off #chill @ Castro… https://t.co/iVOSpb3M6d,1,997

i heard ppl greet eachother with “happy new year” 💀💀 let it go,1,998

🌴🇺🇸☀️🏙{.S.a.n...F.r.a.n.c.i.s.c.o.}🏙☀️🇺🇸🌴#usa #california #sanfrancisco #castro #dolorespark #sun #cityview #winter2019 #holidays #off #chill @ Mission Dolores Park https://t.co/Z4CS851XLo,1,999

Hello everyone happy new year! I’ll be posting more also stay tuned for my YouTube channel link is in the bio. @ Bullets &amp; Burgers. The Ultimate Outdoor Machine Gun Experience https://t.co/EjQvTFnKBP,1,1000

@Magic20099 Mike what’s up Buddy? I have been great. Happy new year. How you been?,1,1001

"Celebrating Lunar New Year! @_GetKonnected naaapbos joylimnakrin #yearofthepig🐷 @ Explorateur Cafe, Restaurant &amp; Bar https://t.co/gU9nvZopZc",1,1002

It's going to be hard to beat the last holiday but this weather means it's definitely time to start planning the next one!! #SanFrancisco #California  #Wanderlust #holidays #travel @ San… https://t.co/IyAlN10aiZ,1,1003

"Oh hey, Bay Area fam.  Guess what’s coming up this Sunday? Yes, yes, I know 🏈 🤣  but... aside from that, I’ll be hosting the crazy 🔥 Asians tsinoy (Chinese Filipino) lunar new year 🧧… https://t.co/cJkNdP90Vs",1,1004

"Lunar New Year at California Adventure. Time to try some foods 😊
#DCA #LunarNewYear #YearOfThePig @ California Adventure https://t.co/y6u9Q486nv",1,1005

@tigercrane805 Just a little taste of what will be performed on Chinese New Year. 😉 @ Tiger Crane Kung Fu https://t.co/FiQog7l3vE,1,1006

"Somebody told me Happy New Year. 

It’s January 29th https://t.co/CHaXLda2np",1,1007

I will drive across Queens for these cupcakes from silkcakes  -  Celebrating the Lunar New Year with our Seasonal Pig Cupcakes! Mandarin Orange Cupcake with… https://t.co/Zih7rAT9wn,1,1008

"Hey everybody, are you subscribed to St. Rage, the newsletter from @KarenEisenbrey? Well, why the heck not? Get on it! 
https://t.co/eujWLIn5BT",1,1009

It was an informative Lunar New Year program sponsored by  @naaapboston. Enjoyed talking w/Asian American professionals from throughout Boston. Especially enjoyed learning about the outstanding work these members do to help make our neighborhoods healthier &amp; stronger https://t.co/Ys1hUlSYTf,1,1010

"[OFFICIAL/NEWS] #Seventeen #DK 2019 Lunar New Year Special MBC Idol Sports Athletic Championship - Archery Preview Photos 

This years 1st ISAC will be airing on February 5th and February 6th! 
#도겸 #세븐틴 #HOME #YMMD https://t.co/FL1ErN2GBC",1,1011

To all of the frugal fellas ......... great Valentine’s Day date idea.  Start by taking your special lady to one of our fine restaurants in downtown Muscatine and then come to the FREE Chinese New Year performance at Central Middle School auditorium.  This year we have the...... https://t.co/kF8iz6N2qi,1,1012

"Check her out in this faux leather lined jacket &amp; matching hat (inside lining from the scraps of the new top I’m making) 

Feb 5th, Tuesday school’s closed for Lunar New Year &amp; Feb 18-22nd… https://t.co/kpxpi7iOcn",1,1013

"Blessings and love, beloveds. God is love, happy new year blessings and love!!!",1,1014

"Dear future husband, I love you already. God is love, happy new year blessings and love!!!",1,1015

"I love us all, happy new year blessings and love, Shabbat Shalom. God is love!!!",1,1016

"God is love, happy new year blessings and love!!!",1,1017

Dude why tf is the Chinese New Year 2 weeks long?! 🤔 my fucking orders better be here before I leave 🤯🤬,1,1018

"@brokeymcpoverty I remeber my first resume, Lord I thought it was like rocket science. I was like what do I need to say about myself to who, where why when and how. It’s a breeze now. Congratulations, God is love, happy new year blessings and love!!!",1,1019

Lunar New Year festivities! 🐷🏮♥️ #YearOfThePig #LunarNewYear #DisneyAP #DisneyIsLife #DaddysGirl https://t.co/0EEFLkIrHa,1,1020

"Happy Chinese New Year to all who are celebrating! 🐷 #chinesenewyear #yearofthepig @ Broward County, Florida https://t.co/T4nop1UVtp",1,1021

Year of the Pig CAKE! | Happy LUNAR NEW YEAR! | How To Cake It https://t.co/86SAoIxtrW via @YouTube,1,1022

"Join us this weekend at the Flower Market Fair to shop for Chinese New Year supplies, catch the Mini Procession marching the historic parade route and performances on stage! Here's a look… https://t.co/1H88XmAElL",1,1023

"@JCPSRenee @JCPSKY He look's like his dad. And I bet 👑Renee he has your spirit. I Happy you made Louisville Kentucky your home. ❤ you alway 👑. 
And Happy New Year's to you and the family. They're  growing up fast. My lord.",1,1024

"Chinese New Year is only a week away! Pili is already celebrating with her Growlin' Doggie Gau, Lai See envelope and Year of the Pig cookie from @bobbyandbambis! May 2019 be filled with… https://t.co/BF2Ekf2D1J",1,1025

Got word that my bag was shipped from Dooney &amp; Bourke @dooneyandbourke and is arriving on Chinese New Year Day (February 5th - Year of the Pig).   What a great coincidence.   Will carry it to the Southwest Airlines Chinese New Year Parade a few weeks later. https://t.co/QVUdp3r72F,1,1026

"WWE SmackDown LIVE results, Jan. 29, 2019: “The New” Daniel Bryan’s next title defense is revealed  https://t.co/ciiuJ2nHey via @wwe HAPPY NEW YEAR 2019 WWE!",1,1027

"Red Place Cards / Happy New Year Table Setting Card / Party Accessories
BETER-ZH042

https://t.co/gikIEvt1Jo https://t.co/vno0YhkdRo",1,1028

"The LNEYA office center began its Spring Festival holiday on January 31, 2019, and resumed its work on February 12. For any product inquiries during this time, please contact sales@cnzlj.com. Wishing Chinese and foreign friends a happy new year in advance! https://t.co/TfbTMCFw9m",1,1029

"@HollywoodInToto That's because award shows are vomit-worthy.  Who wants to watch elitist celebrities look down on us for an hour and pretend their performances deserve a trophy?
These delusional shows only made money when we literally had nothing else to watch.
Happy New Year Hollywood! https://t.co/TyfMAzu83y",1,1030

Sucha dope glider added for the Lunar New Year 🌓🎏🎉🏮#fortnite @mixer @SmallStreamersC https://t.co/gblP45CP8B,1,1031

En qué parte del mundo daremos la bienvenida el próximo año nuevo?? XD #disney #holidays #newyear #eeuu #unitedstates #happy #happynewyear en Disneyland https://t.co/OMtLPpXkcf,1,1032

"Happy New Year's Eve December 31st in the Caribbean and Happy New Year Day celebrations worldwide all year long baby girl for the 2019 best year ever!

 #flashback2018 where we kicked off… https://t.co/v2xoDLemZF",1,1033

Will London’s Luxury Stores Bring Home the Bacon This Chinese New Year? | Jing Daily https://t.co/nuddVIyFqz,1,1034

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/V2Z3k6X9wT,1,1035

Happy Lunar New Year! I love stamps. Here are some stamps from around the world! I think the South Africa one is real cute!  Enjoy!  @NewUtrechtHS @fdrcougars @supmprayor @GoldfarbMaureen https://t.co/C3RFIEL90c,1,1036

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTthtf @ Boston Segway Tours https://t.co/Lxm3hrHmhq,1,1037

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/i6UD8SU5NC,1,1038

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/qsi45ylrgX,1,1039

Looking for great #gift #card #deals for #birthdays and #holidays? GET 25% OFF w/code “giftcard18” at #Boston #Segway #Tours 🎉https://t.co/2dXQQTbGBH @ Boston Segway Tours https://t.co/w7ctJitIJE,1,1040

"I’m pulling out our 🧧 Chinese New Year Decor and food in preparation for next week, and kid 3 asked: mami, are we half Chinese?                                                 My answer:… https://t.co/ENTwEX2DjU",1,1041

.@randyldanner just sent me this photo she took of me and the small roommate enjoying the @kcchineseschool’s yo-yo demonstration during @nelson_atkins’ Chinese New Year Festival this weekend. We were super focused! https://t.co/buB28c4jW9,1,1042

"Ring in the Chinese New Year with @hawkersfare February 5. Kung Fu, maybe even free food ... might be fun. #orlandorestaurants #streetfood #chinesenewyear @chinesenewyear2019 #orlandochinesenewyear #kungfu #ronarecommends https://t.co/UMlxLdp7kh https://t.co/DrAd9e5lDx",1,1043

"🧧🀄️return of the Lunar New Year Special: CRAZY RICH bubble waffle‼️🀄️🧧featuring a Yin Yang bubble waffle (half chocolate, half sesame), topped with Gold Rush ice cream (salted egg… https://t.co/rLVkzLXcuY",1,1044

I am busy day #2 - Production day with #NASCAR drivers at Charlotte Convention Center for @SiriusXMNASCAR - getting to wish the drivers Happy New Year! Can promise these guys are ALL ready to go back racing!!! They are ready to crank em up! #LetsGo,1,1045

Thank you everyone for joining us at our Lunar New Year Mixer last night! We were happy to see our membership come together and start off the New Year together! And thank you to @SMUDUpdates and Director Rob Kerth for making this event possible! https://t.co/yJL9wLt1JX,1,1046

Excited to celebrate Chinese New Year with the @WashWizards tonight at Capital One Arena! #DCFamily https://t.co/QYSSUufizh,1,1047

"Don’t forget Chinese New Year is February 5th and is the year of the pig, and we have few items to make your celebration fun and festive #ChineseNewYear #YearOfThePig #celebrate #dcchinesenewyear #partysupplies #paperproducts https://t.co/V2PPLazeGZ",1,1048

How many majority minority school districts celebrate or acknowledges the Chinese New Year.  Most have a myopic view as the so call majority culture. They have taken on the oppressors ways. https://t.co/kKnaboGU1o,1,1049

"Leia is getting ready to perform at The Chinese New Year Dance Recital  at school .
#chinesenewyear #happychinesenewyear #yearofthepig #kawscompanion @ Ps 20 Anna Silver https://t.co/MyyTK38vcf",1,1050

I just got happy new year’d and it’s nearly February! Reminds me of this - https://t.co/CFbfIxfafP,1,1051

"Lunar New Year is next week, how will you kick start Year of the Pig?🐷 #lunarnewyear2019 #yearofthepig #mountainviewcemeteryoakland #mountainviewcemetery https://t.co/HI1F7iqUq9",1,1052

